question_id,model,prompt_used,ai_answer_raw
Q19,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum menggugurkan kandungan hasil zina?,"Keputusan: HARAM (Dengan Perincian Bersyarat Sebelum 120 Hari) 

Hukum menggugurkan kandungan hasil zina adalah haram, dengan perincian bergantung kepada usia kandungan dan keadaan darurat. 

Perincian Hukum
1. Selepas 120 Hari (Selepas Peniupan Roh)
HARAM secara mutlak, kecuali:
Jika kandungan tersebut mengancam nyawa ibu dan disahkan oleh pakar perubatan yang dipercayai.  
Selain ancaman nyawa ibu:
Tidak dibenarkan menggugurkan kandungan walaupun janin hasil zina.

2. Sebelum 120 Hari (Sebelum Peniupan Roh)
Hukum asal: HARAM
Kehamilan akibat zina bukan alasan yang menghalalkan pengguguran kandungan.  Namun dalam keadaan tertentu:
Sebahagian pandangan membenarkan sebelum 120 hari jika terdapat kemudaratan yang sangat berat dan nyata, dan disahkan oleh pakar perubatan, bukan semata-mata untuk menutup aib.  Tetapi:
Tidak dibenarkan hanya kerana malu, tekanan sosial atau ingin menyembunyikan dosa.
Janin tidak menanggung dosa perbuatan ibu bapa.

Prinsip Syarak
Janin adalah nyawa yang dihormati.
Dosa zina ditanggung oleh pelakunya, bukan oleh janin.

Penjagaan nyawa ( al-nafs) adalah prinsip utama.

Kesimpulan
Hukum umum: HARAM
 Selepas 120 hari: Haram kecuali nyawa ibu terancam. 
Sebelum 120 hari: Hukum asal haram; tidak dibenarkan semata-mata kerana hasil zina.  Keputusan mestilah dibuat dengan pertimbangan syarak yang teliti dan pengesahan pakar perubatan dalam keadaan darurat sebenar."
Q20,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran bagi mangsa OKU akibat rogol?,"Keputusan: BERSYARAT*

Huraian Ringkas:
Pengguguran kandungan bagi mangsa OKU akibat rogol tidak dibenarkan secara mutlak, namun boleh dipertimbangkan secara bersyarat sebelum 120 hari (sebelum peniupan roh) tertakluk kepada ketetapan syarak dan penilaian kes demi kes.

Diharuskan (Sebelum 120 Hari) – Bersyarat:  
1. Usia kandungan belum mencapai 120 hari (empat bulan). 
2. Kehamilan benar-benar berlaku akibat rogol yang disahkan. 
3. Terdapat kemudaratan serius terhadap fizikal atau mental mangsa OKU, mengambil kira tahap ketidakupayaan. 
4. Disahkan dan diperakukan oleh pakar perubatan yang berkelayakan. 
5. Keputusan dibuat demi mengelakkan mudarat yang lebih besar. 

Haram:  
1. Jika kandungan telah melebihi 120 hari, kecuali jika nyawa ibu terancam. 
2. Jika tiada kemudaratan yang jelas dan diiktiraf syarak. 
3. Jika bertujuan selain daripada mengelakkan mudarat yang serius.

Ringkasnya:
Bagi mangsa OKU akibat rogol, hukum adalah bersyarat, boleh dipertimbangkan sebelum 120 hari dengan pengesahan perubatan dan wujud kemudaratan yang serius. Selepas 120 hari, ia haram kecuali untuk menyelamatkan nyawa ibu."
Q20,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran bagi mangsa OKU akibat rogol?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI), hukum menggugurkan kandungan bagi mangsa Orang Kurang Upaya (OKU) yang dirogol adalah seperti berikut:

Keputusan: Harus (Bersyarat)
Menggugurkan kandungan bagi mangsa OKU akibat rogol adalah diharuskan atas dasar ihsan dan bagi mengelakkan kemudaratan serta bebanan yang lebih besar kepada mangsa yang tidak mempunyai keupayaan fizikal atau mental yang sempurna. 

Syarat-Syarat Pengguguran  Keharusan ini tertakluk kepada pematuhan syarat-syarat ketat berikut:
 1. Tempoh Kehamilan:
Prosedur mestilah dilakukan sebelum usia kandungan mencapai 120 hari (sebelum ditiupkan roh). Selepas tempoh ini, ia menjadi haram kecuali jika nyawa mangsa terancam. 
  2. Laporan Polis:
Perlu ada laporan polis yang sah bagi mengesahkan bahawa kehamilan tersebut adalah akibat jenayah rogol. 
   3. Kemaslahatan Mangsa (Maslahah):
Mengambil kira ketidakupayaan mangsa OKU (sama ada masalah pembelajaran/mental atau fizikal) untuk menguruskan diri sendiri, apatah lagi untuk menguruskan dan membesarkan anak. 
   4. Pengesahan Pakar: 
Mestilah mendapat pengesahan daripada pakar perubatan dan pakar psikiatri mengenai tahap ketidakupayaan mangsa serta kesan buruk (trauma/tekanan) jika kandungan diteruskan. 
   5. Izin Penjaga:
Memerlukan keizinan daripada ibu bapa atau penjaga sah mangsa OKU tersebut.

Larangan
Dilarang melakukan pengguguran sekiranya kandungan telah melebihi 120 hari, kerana janin sudah dianggap sebagai nyawa yang sempurna, melainkan terdapat risiko kematian kepada mangsa. 

Dilarang melakukan prosedur di tempat yang tidak bertauliah atau tanpa pengawasan rapi doktor pakar di hospital yang diiktiraf.

Dilarang menyembunyikan maklumat penderitaan mangsa daripada pihak berkuasa agama dan perubatan yang menguruskan kes tersebut. 

Kesimpulan  Kelonggaran ini diberikan untuk melindungi kebajikan mangsa OKU yang dizalimi, selaras dengan kaedah fiqh ""Kesukaran itu membawa kepada kemudahan"" (Al-Mashaqqah tajlibu al-Taisir).  Adakah anda ingin saya jelaskan lebih lanjut mengenai peranan penjaga dalam menguruskan prosedur perubatan bagi mangsa OKU di Malaysia?"
Q20,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran bagi mangsa OKU akibat rogol?,"Keputusan: BERSYARAT  Hukum pengguguran kandungan bagi mangsa OKU (Orang Kurang Upaya) akibat rogol adalah bersyarat, bergantung kepada usia kandungan dan tahap darurat. 

Perincian Hukum
1.  Sebelum 120 Hari (Sebelum Peniupan Roh) 
Diharuskan secara bersyarat, jika:
Kehamilan disahkan akibat rogol.
Usia kandungan belum mencapai 120 hari.
Mangsa mengalami tekanan fizikal atau psikologi yang berat, khususnya mengambil kira keadaan OKU yang mungkin meningkatkan kesukaran.
Disahkan oleh pakar perubatan yang dipercayai.
Keputusan dibuat atas pertimbangan darurat sebenar, bukan semata-mata faktor sosial atau malu.

2. Selepas 120 Hari (Selepas Peniupan Roh)  
HARAM, kecuali:
Jika kandungan tersebut mengancam nyawa ibu dan disahkan oleh pakar perubatan.  
Selain ancaman nyawa: 
Tidak dibenarkan menggugurkan kandungan walaupun mangsa adalah OKU dan kehamilan akibat rogol. 
Prinsip Syarak 
Janin tidak menanggung dosa jenayah rogol. 
Penjagaan nyawa (al-nafs) adalah keutamaan dalam keadaan darurat. 
Selepas 120 hari, janin dianggap telah ditiup roh dan kedudukannya lebih kuat dari sudut hukum. 
Faktor OKU boleh diambil kira dalam menilai tahap darurat dan kemudaratan sebelum 120 hari. 

Kesimpulan 
Hukum: BERSYARAT
Sebelum 120 hari: Diharuskan dalam keadaan darurat dengan syarat ketat.
Selepas 120 hari: Haram kecuali nyawa ibu terancam.  Keputusan mestilah berdasarkan pengesahan pakar perubatan dan pertimbangan syarak yang teliti."
Q21,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran bagi golongan berisiko tinggi?,"Keputusan: BERSYARAT

Huraian Ringkas: 
Pengguguran bagi golongan berisiko tinggi tidak dibenarkan secara umum, namun diharuskan secara bersyarat jika terdapat ancaman nyata terhadap nyawa atau kesihatan ibu berdasarkan penilaian perubatan.

Diharuskan – Bersyarat:  
1. Risiko kehamilan mengancam nyawa ibu, disahkan oleh pakar perubatan yang berkelayakan. 
2. Tiada kaedah lain yang lebih selamat untuk menyelamatkan ibu dan janin. 
3. Keputusan dibuat berdasarkan penilaian perubatan yang teliti dan berautoriti. 
4. Dilakukan sekadar untuk mengelakkan mudarat yang lebih besar.  

Jika sebelum 120 hari:
Boleh dipertimbangkan jika terdapat kemudaratan serius terhadap kesihatan ibu. 
Jika selepas 120 hari:
Hanya diharuskan jika **nyawa ibu benar-benar terancam

Haram:  
1. Jika risiko hanya bersifat ringan atau andaian semata-mata. 
2. Jika tiada pengesahan perubatan yang jelas. 
3. Jika bertujuan selain daripada mengelakkan mudarat yang diiktiraf syarak.

Ringkasnya:
Pengguguran bagi golongan berisiko tinggi adalah bersyarat, dibenarkan apabila terdapat ancaman nyata terhadap nyawa atau kemudaratan serius kepada ibu, dan disahkan oleh pakar. Selepas 120 hari, ia hanya diharuskan untuk menyelamatkan nyawa ibu."
Q21,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran bagi golongan berisiko tinggi?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI) dan garis panduan perubatan di Malaysia, hukum menggugurkan kandungan bagi golongan berisiko tinggi (ibu yang mempunyai masalah kesihatan kronik atau berbahaya) adalah seperti berikut:

Keputusan: Harus (Bersyarat)
Menggugurkan kandungan bagi golongan berisiko tinggi adalah diharuskan sekiranya kehamilan tersebut mengancam nyawa atau kesihatan ibu secara serius.  

Syarat-Syarat Pengguguran  
1. Ancaman Nyawa atau Kesihatan Kronik:
Kehamilan tersebut disahkan boleh menyebabkan kematian ibu atau kemudaratan kekal yang sangat serius kepada tubuh badan ibu (contoh: kegagalan jantung yang teruk, kanser yang memerlukan rawatan agresif, atau kegagalan buah pinggang tahap akhir).  
 2. Tempoh Kehamilan:
Sebelum 120 Hari: Diharuskan atas sebab kesihatan yang kukuh atau kecacatan janin yang parah.
Selepas 120 Hari: Hanya diharuskan jika itu adalah satu-satunya jalan untuk menyelamatkan nyawa ibu. Dalam Islam, nyawa ibu yang sudah sedia ada (stabil) diberikan keutamaan berbanding janin dalam keadaan darurat yang mengancam maut.   
 3. Pengesahan Pakar:
Mestilah disahkan oleh sekurang-kurangnya dua orang pakar perubatan yang bertauliah (biasanya pakar perubatan dalam bidang berkaitan dan pakar sakit puan). Keputusan tidak boleh dibuat secara peribadi tanpa penilaian klinikal yang mendalam.   
 4. Kebenaran Pesakit/Waris:
Ibu atau waris terdekat mestilah dimaklumkan tentang risiko dan memberikan persetujuan untuk prosedur tersebut. 

Larangan
Dilarang melakukan pengguguran jika risiko tersebut masih boleh dikawal atau dirawat melalui pemantauan perubatan yang rapi tanpa perlu menamatkan kandungan. 

Dilarang melakukan pengguguran selepas 120 hari semata-mata kerana faktor ekonomi atau kegagalan perancang keluarga tanpa adanya ancaman nyawa yang nyata.

Dilarang melakukan prosedur di pusat-pusat rawatan yang tidak berdaftar atau tidak memenuhi piawaian keselamatan hospital.

Kesimpulan  Hukum ini berlandaskan kaedah fiqh ""Kemudaratan itu hendaklah dihilangkan"" dan ""Keadaan darurat mengharuskan perkara yang dilarang"". Fokus utama adalah untuk mengelakkan kehilangan nyawa yang lebih besar (ibu).  Adakah anda ingin saya jelaskan senarai penyakit yang biasanya dikategorikan sebagai ""berisiko tinggi"" dalam garis panduan klinikal di Malaysia?"
Q21,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pengguguran bagi golongan berisiko tinggi?," Keputusan: BERSYARAT  
Hukum pengguguran kandungan bagi golongan berisiko tinggi adalah bersyarat, bergantung kepada tahap ancaman terhadap nyawa ibu dan usia kandungan.

Perincian Hukum
1. Jika Nyawa Ibu Terancam
DIHARUSKAN, dengan syarat:
Risiko terhadap nyawa ibu adalah nyata dan serius.
Disahkan oleh pakar perubatan yang dipercayai. 
Tiada alternatif rawatan lain yang boleh menyelamatkan kedua-duanya.  Keadaan ini termasuk penyakit kronik serius atau komplikasi kehamilan yang boleh membawa maut. 

2. Jika Risiko Hanya Komplikasi Biasa atau Kebarangkalian Tinggi Sahaja
Tidak Diharuskan, jika:
Risiko tidak sampai tahap mengancam nyawa.
Sekadar kebimbangan atau kemungkinan komplikasi tanpa ancaman serius.  Kehamilan berisiko tinggi sahaja tidak secara automatik mengharuskan pengguguran.

 3. Mengikut Usia Kandungan
Sebelum 120 hari:  Boleh dipertimbangkan jika risiko serius dan disahkan pakar.
Selepas 120 hari:   Haram kecuali jika benar-benar mengancam nyawa ibu. 

Prinsip Syarak  
Penjagaan nyawa (al-nafs)
Mengelakkan mudarat yang lebih besar 
Janin mempunyai kedudukan lebih kuat selepas 120 hari (peniupan roh) 

Kesimpulan
Hukum: BERSYARAT
Pengguguran bagi golongan berisiko tinggi hanya diharuskan apabila terdapat ancaman nyata terhadap nyawa ibu dan disahkan oleh pakar perubatan. Risiko biasa atau kemungkinan komplikasi sahaja tidak mencukupi untuk mengharuskannya."
Q22,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum membekalkan bahan kotraseptif kepada pasangan berkahwin?,"Keputusan: HARUS (Bersyarat)

Huraian Ringkas:
Membekalkan bahan kontraseptif kepada pasangan yang berkahwin adalah harus, selagi tidak bercanggah dengan hukum syarak dan mendapat persetujuan kedua-dua pihak.

Syarat-syarat:  
1. Digunakan oleh pasangan suami isteri yang sah. 
2. Mendapat persetujuan bersama suami dan isteri. 
3. Bertujuan untuk menjarakkan kelahiran atau menjaga kesihatan, bukan menolak zuriat secara mutlak. 
4. Kaedah yang digunakan tidak memudaratkan kesihatan. 
5. Tidak melibatkan kaedah yang membawa kepada pengguguran selepas berlakunya persenyawaan.

 Larangan:  
1. Tidak dibenarkan jika bertujuan memutuskan zuriat secara kekal tanpa keperluan yang diiktiraf syarak. 
2. Tidak dibenarkan jika memudaratkan kesihatan. 
3. Tidak dibenarkan diberikan untuk tujuan maksiat atau kepada pasangan yang tidak sah.

Ringkasnya:
Membekalkan bahan kontraseptif kepada pasangan berkahwin adalah diharuskan secara bersyarat, dengan tujuan yang sah serta tidak memudaratkan dan tidak menyalahi prinsip syariah."
Q22,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum membekalkan bahan kotraseptif kepada pasangan berkahwin?,"Berdasarkan keputusan Muzakarah Jawatankuasa Fatwa Majlis Kebangsaan Bagi Hal Ehwal Ugama Islam Malaysia (MKI) dan prinsip umum perancangan keluarga dalam Islam, berikut adalah penjelasan mengenai hukum membekalkan bahan kontraseptif (alat pencegah kehamilan):

Keputusan: Harus (Bersyarat)
Membekalkan atau menggunakan bahan kontraseptif kepada pasangan suami isteri yang sah adalah diharuskan mengikut hukum syarak bagi tujuan perancangan keluarga (tanzim al-usrah).

Syarat-Syarat Pembekalan dan Penggunaan  
1. Status Perkahwinan:
Hanya boleh dibekalkan kepada pasangan suami isteri yang sah sahaja. 

2. Tujuan Perancangan (Tanzim):
Bertujuan untuk menjarakkan kehamilan demi menjaga kesihatan ibu, kesejahteraan anak, atau kemampuan keluarga. Ia bukan bertujuan untuk memandulkan secara kekal tanpa sebab perubatan.

3. Persetujuan Bersama:
Penggunaannya mestilah atas persetujuan atau pengetahuan kedua-dua belah pihak (suami dan isteri). 

4. Kaedah yang Selamat:
Alat atau bahan kontraseptif yang dibekalkan mestilah diiktiraf selamat oleh pakar perubatan dan tidak mendatangkan kemudaratan kepada tubuh badan. 

5. Sifat Sementara:
Kaedah yang digunakan mestilah bersifat sementara (boleh dihentikan dan kesuburan kembali normal). 

Larangan 
Haram (Zina):
Membekalkan bahan kontraseptif kepada pasangan yang tidak berkahwin adalah dilarang kerana ia dianggap bersubahat dalam perbuatan maksiat (zina).

Haram (Pemandulan Kekal):
Menggunakan kaedah kontraseptif yang membawa kepada pemandulan kekal (seperti vasektomi atau ligasi) tanpa sebab perubatan yang mendesak (yang mengancam nyawa) adalah dilarang. 

Haram (Tujuan Maksiat):
Dilarang membekalkan bahan tersebut jika diketahui ia akan digunakan untuk tujuan yang melanggar syarak. 

Bukan Pengguguran (Aborsi):
Alat kontraseptif yang berfungsi sebagai agen pengguguran janin yang telah tersabit (setelah persenyawaan dan penempelan) adalah tidak dibenarkan kecuali atas sebab perubatan. 

Kesimpulan 
Secara asasnya, Islam tidak melarang perancangan keluarga untuk tujuan kebaikan, namun pembekalannya di Malaysia mestilah mematuhi etika perubatan dan garis panduan syarak bagi mengelakkan penyalahgunaan.  Adakah anda ingin saya jelaskan lebih lanjut mengenai kaedah perancangan keluarga yang bersifat kekal berbanding sementara menurut hukum Islam?"
Q22,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum membekalkan bahan kotraseptif kepada pasangan berkahwin?,"Keputusan: HARUS (DIHARUSKAN – Bersyarat) 
 Membekalkan bahan kontraseptif kepada pasangan yang sah berkahwin adalah harus / diharuskan, dengan syarat-syarat tertentu dipatuhi. 

Syarat-Syarat Keharusan  
1. Digunakan oleh pasangan suami isteri yang sah.
2. Digunakan dengan persetujuan kedua-dua pihak. 
3. Bertujuan untuk menjarakkan kehamilan (tanzim al-nasl), bukan menolak zuriat secara mutlak tanpa alasan munasabah.
4. Tidak memudaratkan kesihatan secara serius.
5. Tidak menyebabkan pengguguran selepas berlakunya persenyawaan (bukan bersifat abortif). 

Larangan
Tidak dibenarkan jika bertujuan memutuskan zuriat secara kekal tanpa keperluan perubatan yang sah. 
Tidak dibenarkan jika memudaratkan kesihatan.
Tidak dibenarkan digunakan untuk tujuan maksiat.

Prinsip Syarak 
Islam membenarkan perancangan keluarga secara sementara.
Penjagaan kesihatan ibu dan kebajikan keluarga diambil kira. 
Tidak boleh bertentangan dengan maqasid syariah dalam menjaga keturunan ( al-nasl).  

Kesimpulan
Hukum: HARUS / DIHARUSKAN (Bersyarat)
Membekalkan bahan kontraseptif kepada pasangan berkahwin adalah dibenarkan selagi memenuhi syarat syarak dan tidak membawa kepada kemudaratan atau penolakan zuriat secara mutlak tanpa sebab yang sah."
Q23,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum penggunaan kontraseptif oleh individu belum berkahwin?,"Keputusan: HARAM

Huraian Ringkas:
 Penggunaan kontraseptif oleh individu yang belum berkahwin adalah haram kerana ia membuka ruang kepada perbuatan zina dan menggalakkan hubungan seksual di luar perkahwinan yang sah.

Sebab Pengharaman:  
1. Hubungan seksual di luar nikah adalah haram, maka segala perkara yang membawa kepadanya juga dilarang. 
2. Bertentangan dengan prinsip menjaga maruah dan keturunan (hifz al-nasl). 
3. Boleh menjadi galakan atau sokongan kepada maksiat.

Larangan Berkaitan:
Tidak dibenarkan penggunaan kontraseptif bagi tujuan melakukan hubungan seksual tanpa perkahwinan yang sah.
Tidak dibenarkan pembekalan untuk tujuan maksiat. 

Ringkasnya:
Penggunaan kontraseptif oleh individu belum berkahwin adalah haram kerana ia berkait dengan perbuatan yang ditegah oleh syarak."
Q23,Gemini,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum penggunaan kontraseptif oleh individu belum berkahwin?,"Berdasarkan prinsip umum syarak dan pandangan hukum yang diamalkan di Malaysia, berikut adalah penjelasan mengenai hukum penggunaan kontraseptif oleh individu yang belum berkahwin:

Keputusan: Haram

Secara asasnya, penggunaan kontraseptif oleh individu yang belum berkahwin adalah haram dan dilarang dalam Islam.

Sebab dan Larangan  Keputusan ini disandarkan kepada faktor-faktor berikut: 
Membantu Maksiat:
Membekalkan atau menggunakan kontraseptif bagi individu belum berkahwin dianggap sebagai Sadd al-Dharai' (menutup pintu kemudaratan) kerana ia boleh mendorong atau memudahkan perbuatan zina.

Tiada Keperluan Syarie:
Keharusan perancangan keluarga (Tanzim al-Usrah) hanya terpakai dalam institusi perkahwinan yang sah untuk menjaga kesihatan ibu atau menjarakkan anak. Individu yang tidak berkahwin tidak mempunyai keperluan tersebut dari sudut syarak.

Melanggar Etika Islam:
Penggunaannya di luar perkahwinan dianggap sebagai percubaan untuk lari daripada tanggungjawab atau kesan perbuatan maksiat, yang secara tidak langsung meruntuhkan institusi moral masyarakat.

Syarat Pengecualian (Darurat Perubatan) 
Hanya terdapat satu keadaan di mana penggunaannya boleh menjadi Harus/Diharuskan, iaitu:  
Tujuan Perubatan (Bukan Kontrasepsi):
Sekiranya bahan tersebut (seperti pil perancang) digunakan sebagai ubat untuk merawat penyakit tertentu (contohnya: masalah gangguan hormon yang kronik, Endometriosis, atau pendarahan haid yang tidak teratur) atas nasihat dan pengesahan pakar perubatan. Dalam kes ini, niatnya adalah untuk rawatan penyakit, bukan untuk mencegah kehamilan akibat hubungan seks.

Kesimpulan  Tanpa alasan perubatan yang sahih, individu yang belum berkahwin adalah dilarang keras menggunakan bahan atau alat kontraseptif kerana ia bertentangan dengan usaha memelihara kesucian keturunan dan akhlak dalam Islam.  Adakah anda ingin saya jelaskan mengenai jenis-jenis rawatan perubatan yang dibenarkan menggunakan bahan berasaskan hormon bagi individu belum berkahwin?"
Q23,Sheikh GPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum penggunaan kontraseptif oleh individu belum berkahwin?,"Keputusan: HARAM  
Penggunaan kontraseptif oleh individu yang belum berkahwin adalah haram. 

Sebab Pengharaman  
1. Membuka ruang kepada zina dan maksiat
Penggunaan kontraseptif oleh individu belum berkahwin boleh menjadi galakan atau kemudahan kepada perlakuan hubungan seksual luar nikah, yang jelas diharamkan dalam Islam.  
2. Bercanggah dengan prinsip menjaga kehormatan ( al-‘ird)
Islam memerintahkan supaya menjauhi zina dan segala perkara yang membawa kepadanya.  
3. Tujuan asal kontraseptif dalam Islam
Kontraseptif hanya dibenarkan dalam konteks pasangan suami isteri yang sah untuk tujuan perancangan keluarga, bukan untuk memudahkan maksiat.  

Larangan Berkaitan
Tidak dibenarkan membekalkan atau menggunakan kontraseptif untuk tujuan hubungan luar nikah. 
Tidak dibenarkan atas alasan kebebasan peribadi yang bercanggah dengan hukum syarak.  

Kesimpulan
Hukum: HARAM
Penggunaan kontraseptif hanya diharuskan dalam konteks perkahwinan yang sah dan tidak dibenarkan bagi individu yang belum berkahwin kerana ia berkait rapat dengan larangan zina. "
Q24,ChatGPT,Jawab soalan berikut berkaitan hukum Islam dan ART di Malaysia dalam Bahasa Melayu. Nyatakan keputusan dengan jelas (Haram / Harus / Diharuskan / Tidak Diharuskan / Bersyarat) dan senaraikan syarat atau larangan jika ada. Jangan tambah maklumat yang tidak pasti. Apakah hukum pemberian kontraseptif kepada mangsa rogol?,"Keputusan: HARUS (Bersyarat)

Huraian Ringkas:
Pemberian kontraseptif kepada mangsa rogol adalah harus secara bersyarat, kerana ia bukan bertujuan melakukan maksiat tetapi untuk mengelakkan mudarat yang lebih besar terhadap mangsa.

Syarat-syarat:  
1. Diberikan kepada mangsa rogol yang sah, bukan untuk tujuan hubungan sukarela. 
2. Bertujuan mencegah kehamilan akibat rogol, bukan menggalakkan zina. 
3. Diberikan dalam tempoh yang sesuai dari sudut perubatan. 4. Mendapat penilaian dan nasihat pegawai atau pakar perubatan yang berkelayakan. 
5. Tidak memudaratkan kesihatan mangsa. 

Larangan:
Tidak dibenarkan jika digunakan untuk menghalalkan atau memudahkan perbuatan zina.
Tidak boleh diberikan tanpa keperluan yang jelas.

Ringkasnya:
Pemberian kontraseptif kepada mangsa rogol adalah diharuskan secara bersyarat, atas dasar menjaga maslahat dan mengelakkan kemudaratan yang lebih besar terhadap mangsa."
