timestamp,topic_label,specific_issue,detection_confidence,reference_mode,reference_question_id,reference_question_text,best_state,final_match_score,mean_alignment,lexical_similarity,semantic_similarity,coverage,alignment_assessment_level,alignment_assessment_reason,recommendation_label,recommendation_reason,compliance_level,compliance_reason
2026-04-14 14:55:58,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,Medium,,,,Pahang,70.81,63.92,41.83,77.37,92.86,,,High Alignment,The response aligns well in meaning and includes most key fatwa conditions.,Partially Compliant,"The response is generally aligned, but it is still incomplete or not precise enough on some important conditions."
2026-04-14 15:32:30,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-14 16:47:55,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-14 16:48:51,IVF,Apakah hukum bayi tabung uji yang menggunakan benih suami dan isteri yang sah?,Medium,,,,Muzakarah Majlis Kebangsaan,54.09,54.09,45.28,46.29,100.0,,,Low Alignment,The response is not sufficiently aligned with the fatwa meaning.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-14 16:49:30,Human Milk Bank,Apakah hukum penubuhan bank susu ibu menurut Islam?,Medium,,,,Muzakarah Majlis Kebangsaan,66.32,55.69,30.09,74.78,92.86,,,High Alignment,The response aligns well in meaning and includes most key fatwa conditions.,Partially Compliant,"The response is generally aligned, but it is still incomplete or not precise enough on some important conditions."
2026-04-14 16:50:11,IVF,Apakah hukum bayi tabung uji yang menggunakan benih suami dan isteri yang sah?,Medium,,,,Muzakarah Majlis Kebangsaan,57.7,57.7,42.62,53.4,100.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-14 16:52:11,IVF,Apakah hukum bayi tabung uji yang menggunakan benih suami dan isteri yang sah?,Medium,,,,Muzakarah Majlis Kebangsaan,57.7,57.7,42.62,53.4,100.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-14 16:52:52,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,Medium,,,,Pahang,65.31,60.13,42.94,67.74,92.86,,,Partial Alignment,The response is partly aligned but still incomplete.,Partially Compliant,"The response is generally aligned, but it is still incomplete or not precise enough on some important conditions."
2026-04-14 16:53:29,Abortion of Foetus with Thalassemia,Apakah hukum menggugurkan janin yang telah berumur 120 hari atau lebih kerana penyakit Talasemia?,Low,,,,Sarawak,60.19,60.19,39.48,58.87,100.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-14 16:55:11,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-15 00:00:23,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-15 11:02:21,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-15 12:23:20,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 00:12:14,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Medium,,,,Negeri Sembilan,56.02,56.02,35.92,57.56,83.33,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The evidence is not strong enough for a clear compliance judgment.
2026-04-16 00:26:03,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The answer is partly aligned but still incomplete.,Unclear,The evidence is not strong enough for a clear compliance judgment.
2026-04-16 00:32:01,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 00:59:14,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:07:15,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The answer is partly aligned but still incomplete.,Unclear,The evidence is not strong enough for a confident compliance judgement.
2026-04-16 01:27:00,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:33:59,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:34:29,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Low,,,,Negeri Sembilan,60.41,60.41,39.0,65.69,75.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 01:34:36,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Medium,,,,Negeri Sembilan,56.61,56.61,35.98,58.52,83.33,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:34:46,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Medium,,,,Negeri Sembilan,59.39,59.39,43.1,60.19,83.33,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:34:57,IVF,Apakah hukum bayi tabung uji yang menggunakan benih daripada pihak ketiga selain suami isteri?,Medium,,,,Muzakarah Majlis Kebangsaan,48.01,48.01,19.62,53.09,75.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:35:05,IVF,Apakah hukum bayi tabung uji yang menggunakan benih daripada pihak ketiga selain suami isteri?,Medium,,,,Muzakarah Majlis Kebangsaan,50.84,50.84,18.62,55.1,87.5,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:35:13,IVF,Apakah hukum bayi tabung uji yang menggunakan benih daripada pihak ketiga selain suami isteri?,High,,,,Muzakarah Majlis Kebangsaan,49.83,49.83,22.3,55.01,75.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:39:15,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 01:54:19,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 08:32:42,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,"Partly aligned, but still incomplete.",Unclear,Evidence is not strong enough for a clear judgement.
2026-04-16 08:32:59,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,"Partly aligned, but still incomplete.",Unclear,Evidence is not strong enough for a clear judgement.
2026-04-16 08:55:25,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,"Partly aligned, but the answer is still incomplete.",Unclear,Evidence is not strong enough for a clear judgement.
2026-04-16 15:39:04,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 15:39:52,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Low,,,,Negeri Sembilan,60.41,60.41,39.0,65.69,75.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 15:40:02,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Medium,,,,Negeri Sembilan,56.61,56.61,35.98,58.52,83.33,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 15:40:12,Gamete Implantation for Reproduction,Apakah hukum mencantumkan benih yang dikeluarkan sebelum akad nikah dan dicantumkan dalam tempoh perkahwinan yang sah?,Medium,,,,Negeri Sembilan,59.39,59.39,43.1,60.19,83.33,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 15:40:21,Gamete Implantation for Reproduction,Apakah hukum memasukkan embrio ke dalam rahim isteri selepas berlaku kematian suami atau penceraian?,Low,,,,Negeri Sembilan,63.86,63.86,33.28,70.07,90.0,,,High Alignment,The response aligns well in meaning and includes most key fatwa conditions.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 15:40:31,Gamete Implantation for Reproduction,Apakah hukum memasukkan embrio ke dalam rahim isteri selepas berlaku kematian suami atau penceraian?,Low,,,,Negeri Sembilan,64.63,64.63,38.99,66.47,100.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 15:40:41,Gamete Implantation for Reproduction,Apakah hukum memasukkan embrio ke dalam rahim isteri selepas berlaku kematian suami atau penceraian?,Low,,,,Negeri Sembilan,65.48,65.48,47.19,64.47,100.0,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 15:40:53,Human Milk Bank,Apakah syarat penyusuan yang menyebabkan anak susuan menjadi mahram dan tidak boleh dikahwini?,Medium,,,,Muzakarah Majlis Kebangsaan,49.08,49.08,17.96,59.74,58.33,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 15:41:05,Human Milk Bank,Adakah penubuhan bank susu ibu dibenarkan dalam keadaan darurat seperti keperluan bayi pramatang?,Low,,,,Muzakarah Majlis Kebangsaan,61.84,61.84,39.83,63.26,92.86,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 15:41:17,Human Milk Bank,Adakah penubuhan bank susu ibu dibenarkan dalam keadaan darurat seperti keperluan bayi pramatang?,Low,,,,Muzakarah Majlis Kebangsaan,61.93,61.93,45.97,62.63,85.71,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-16 15:44:39,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 16:19:28,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 16:34:42,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 16:49:45,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,Not enough reliable evidence for a confident judgment.
2026-04-16 17:02:01,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 17:22:26,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 17:34:14,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-16 19:52:27,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Partial Alignment,The response is partly aligned but still incomplete.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-17 10:47:22,Human Cloning (Reproductive),Apakah hukum pengklonan manusia untuk tujuan pembiakan?,Low,,,,Muzakarah Majlis Kebangsaan,69.69,69.69,46.35,78.09,75.0,,,Moderate Alignment,The response is partly aligned but still needs review on important points.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-17 10:49:22,IVF,Apakah hukum bayi tabung uji yang menggunakan benih daripada pihak ketiga selain suami isteri?,Medium,,,,Muzakarah Majlis Kebangsaan,41.68,41.68,15.95,47.2,62.5,,,Weak Alignment,The response is not sufficiently aligned with the fatwa meaning and should not be relied upon.,Non-Compliant,The response is weakly aligned with the fatwa and may conflict with the expected ruling or omit core legal conditions.
2026-04-17 10:55:02,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,56.8,52.56,30.05,64.29,71.43,,,Moderate Alignment,The response is partly aligned but still needs review on important points.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-17 10:59:24,Surrogacy,Apakah hukum menggunakan kaedah khidmat ibu tumpang untuk mendapatkan zuriat menurut Islam?,High,,,,Wilayah Persekutuan,48.01,43.18,28.16,50.43,71.43,,,Weak Alignment,The response is not sufficiently aligned with the fatwa meaning and should not be relied upon.,Unclear,The response does not provide enough reliable alignment evidence for a confident compliance judgment.
2026-04-17 11:02:06,Gamete Implantation for Reproduction,Apakah hukum memasukkan embrio ke dalam rahim isteri selepas berlaku kematian suami atau penceraian?,Low,,,,Negeri Sembilan,43.68,43.68,21.38,46.39,70.0,,,Weak Alignment,The response is not sufficiently aligned with the fatwa meaning and should not be relied upon.,Unclear,"The response is too short or the detected topic confidence is low, so the system cannot judge compliance reliably."
2026-04-17 12:06:24,Sperm Bank,Apakah hukum penglibatan doktor atau pihak lain dalam bank air mani?,Medium,,,,Muzakarah Majlis Kebangsaan,72.39,72.39,54.37,75.08,91.67,,,High Alignment,The response aligns well in meaning and includes most key fatwa conditions.,Partially Compliant,"The response is generally aligned, but it is still incomplete or not precise enough on some important conditions."
